,userid,version,sum_gamerounds,retention_1,retention_7,gameround_group
64838,7182160,gate_40,44,False,False,B
64839,7182240,gate_40,77,True,False,E
64846,7182999,gate_40,119,True,True,I
64847,7183204,gate_30,144,True,True,L
64848,7183344,gate_30,31,True,False,A
64856,7184575,gate_40,149,True,False,L
64857,7184690,gate_30,69,False,False,D
64858,7184800,gate_30,71,True,False,E
64864,7185591,gate_30,109,True,True,H
64873,7186422,gate_30,97,True,False,G
64875,7186658,gate_40,92,False,True,G
64877,7186710,gate_30,100,True,False,H
64878,7186758,gate_40,186,False,True,P
64882,7187137,gate_40,97,True,False,G
64887,7187446,gate_40,125,True,True,J
64890,7188114,gate_40,160,True,True,N
64892,7188372,gate_40,46,False,True,B
64893,7188373,gate_30,84,False,False,F
64894,7188455,gate_40,60,True,False,D
64899,7188707,gate_40,119,True,False,I
64901,7188761,gate_40,98,True,False,G
64905,7188972,gate_40,152,True,False,M
64906,7189101,gate_30,85,False,True,F
64907,7189123,gate_40,46,True,False,B
64919,7190069,gate_30,57,False,True,C
64920,7190099,gate_30,63,True,False,D
64926,7190957,gate_40,113,False,False,I
64928,7191477,gate_30,54,True,False,C
64936,7192223,gate_40,101,True,False,H
64941,7192630,gate_30,102,True,True,H
64944,7192938,gate_40,165,True,True,N
64950,7193966,gate_30,134,True,True,K
64953,7194349,gate_30,184,True,True,P
64957,7194822,gate_30,193,True,False,H
64958,7194830,gate_40,120,True,True,J
64971,7196552,gate_30,78,True,True,E
64975,7196675,gate_40,86,True,False,F
64981,7197722,gate_30,54,True,False,C
64988,7198701,gate_40,68,True,False,D
64989,7198724,gate_40,84,True,False,F
65002,7199798,gate_40,59,True,True,C
65004,7199827,gate_30,37,False,False,A
65007,7200188,gate_30,31,True,False,A
65010,7200699,gate_40,47,True,False,B
65014,7200974,gate_30,84,True,False,F
65015,7201309,gate_30,60,True,False,D
65016,7201361,gate_30,47,True,False,B
65018,7201649,gate_30,41,True,False,B
65020,7202037,gate_30,64,False,False,D
65027,7202769,gate_40,138,True,True,K
65028,7202794,gate_40,44,True,False,B
65043,7204156,gate_40,83,False,True,F
65045,7204301,gate_40,65,True,False,D
65049,7204429,gate_40,46,True,False,B
65051,7204646,gate_30,156,True,True,M
65053,7204948,gate_30,30,True,False,A
65055,7205152,gate_40,57,True,False,C
65056,7205196,gate_40,62,False,False,D
65068,7206754,gate_40,102,True,True,H
65072,7207105,gate_40,131,True,True,K
65082,7207536,gate_30,50,False,False,C
65086,7208458,gate_40,106,True,False,H
65088,7208758,gate_30,191,True,False,H
65089,7208834,gate_40,80,True,True,F
65091,7208992,gate_30,92,True,False,G
65100,7211076,gate_30,145,True,True,L
65102,7211280,gate_40,40,True,False,B
65103,7211344,gate_30,151,True,True,M
65104,7211347,gate_30,69,True,True,D
65108,7211881,gate_30,35,True,False,A
65111,7212067,gate_30,48,True,False,B
65115,7212901,gate_30,192,True,True,H
65116,7212903,gate_40,108,True,False,H
65121,7213394,gate_40,76,True,True,E
65122,7213421,gate_40,112,True,True,I
65123,7213430,gate_30,134,True,False,K
65127,7213785,gate_40,61,True,False,D
65129,7214207,gate_40,70,True,False,E
65140,7215259,gate_40,59,False,True,C
65143,7215581,gate_30,128,True,False,J
65147,7215853,gate_40,186,False,True,P
65148,7215965,gate_40,84,True,True,F
65151,7216122,gate_30,112,True,False,I
65154,7216357,gate_40,61,True,False,D
65163,7217417,gate_30,79,True,True,E
65164,7217500,gate_40,80,True,False,F
65167,7217687,gate_40,90,True,False,G
65168,7217697,gate_30,176,False,True,O
65174,7218149,gate_40,52,False,True,C
65175,7218349,gate_40,43,True,True,B
65176,7218668,gate_30,51,False,False,C
65178,7218877,gate_40,135,True,True,K
65179,7219005,gate_30,97,True,False,G
65180,7219025,gate_40,111,True,True,I
65183,7219369,gate_30,36,False,False,A
65187,7219563,gate_40,158,True,True,M
65191,7219722,gate_40,40,True,False,B
65194,7220195,gate_30,108,True,False,H
65195,7220302,gate_30,43,True,False,B
65196,7220359,gate_40,190,True,True,H
65197,7220440,gate_40,40,True,False,B
65200,7220603,gate_40,93,True,False,G
65203,7220753,gate_30,56,True,False,C
65206,7220986,gate_30,37,False,False,A
65209,7221179,gate_30,77,True,True,E
65211,7221231,gate_40,81,True,False,F
65217,7221886,gate_40,112,True,False,I
65220,7222351,gate_30,194,True,True,H
65221,7222370,gate_40,45,True,False,B
65224,7222500,gate_40,51,False,False,C
65225,7222625,gate_40,137,True,True,K
65227,7222915,gate_40,97,True,False,G
65228,7223158,gate_30,82,True,True,F
65232,7223324,gate_40,163,True,True,N
65233,7223458,gate_30,30,False,True,A
65236,7223677,gate_30,83,True,False,F
65237,7223798,gate_30,38,False,False,A
65238,7223810,gate_30,38,True,False,A
65240,7223861,gate_40,48,False,False,B
65242,7224056,gate_30,41,True,True,B
65243,7224142,gate_30,52,True,False,C
65247,7224390,gate_40,174,True,False,O
65252,7224907,gate_30,180,True,True,P
65256,7225056,gate_40,55,False,False,C
65257,7225344,gate_40,87,True,False,F
65260,7225506,gate_30,172,True,True,O
65261,7225703,gate_30,38,True,False,A
65265,7226214,gate_30,39,True,True,A
65275,7227424,gate_40,46,False,False,B
65282,7228603,gate_30,55,True,False,C
65286,7228923,gate_30,56,True,False,C
65288,7229155,gate_40,91,True,False,G
65289,7229470,gate_40,103,True,False,H
65294,7230192,gate_40,58,True,True,C
65303,7230714,gate_30,85,True,True,F
65304,7230796,gate_30,37,False,False,A
65308,7231406,gate_40,128,True,False,J
65314,7231960,gate_30,34,True,False,A
65316,7232095,gate_40,138,False,True,K
65319,7232789,gate_30,62,False,False,D
65324,7233421,gate_30,171,True,True,O
65326,7233552,gate_40,133,True,False,K
65331,7234076,gate_30,55,True,True,C
65336,7235004,gate_30,103,True,True,H
65337,7235013,gate_30,55,True,False,C
65341,7235617,gate_40,174,True,False,O
65347,7236379,gate_30,48,False,True,B
65350,7236657,gate_30,50,True,False,C
65361,7238141,gate_40,43,False,True,B
65362,7238142,gate_40,53,True,False,C
65366,7238553,gate_40,106,True,False,H
65367,7238677,gate_40,140,False,True,L
65368,7238834,gate_30,155,True,False,M
65369,7239011,gate_30,32,True,False,A
65372,7239312,gate_40,95,True,True,G
65378,7240564,gate_40,130,True,False,K
65380,7240784,gate_30,100,True,False,H
65382,7240856,gate_40,140,True,False,L
65383,7240869,gate_40,41,False,True,B
65385,7241293,gate_30,39,True,False,A
65389,7241693,gate_30,67,True,True,D
65390,7241745,gate_40,98,True,False,G
65394,7242387,gate_40,67,False,False,D
65396,7242432,gate_40,133,True,False,K
65397,7242469,gate_40,126,True,True,J
65399,7242637,gate_40,139,True,False,K
65401,7242764,gate_30,45,True,False,B
65408,7243422,gate_30,88,False,False,F
65411,7243820,gate_40,57,True,False,C
65413,7243869,gate_30,78,True,True,E
65416,7244284,gate_30,39,False,True,A
65420,7244427,gate_40,87,True,False,F
65422,7244460,gate_40,151,True,False,M
65425,7244623,gate_40,134,True,True,K
65427,7244843,gate_40,56,True,False,C
65432,7245833,gate_30,32,True,False,A
65435,7246226,gate_40,62,True,True,D
65436,7246252,gate_40,43,True,True,B
65438,7246463,gate_30,35,True,True,A
65440,7246744,gate_30,35,True,False,A
65442,7246921,gate_40,113,True,True,I
65446,7247416,gate_30,77,True,True,E
65450,7248163,gate_40,41,True,False,B
65451,7248249,gate_30,68,True,False,D
65459,7248972,gate_40,52,True,False,C
65460,7249079,gate_30,94,True,True,G
65463,7249738,gate_40,94,True,False,G
65465,7249963,gate_40,94,True,True,G
65477,7250845,gate_40,101,True,False,H
65479,7250929,gate_30,35,True,False,A
65481,7251166,gate_30,65,True,False,D
65482,7251176,gate_30,34,False,False,A
65483,7251191,gate_40,65,True,False,D
65485,7251698,gate_30,84,True,False,F
65486,7251778,gate_30,86,True,False,F
65487,7252036,gate_40,43,True,False,B
65488,7252120,gate_40,149,True,True,L
65495,7253070,gate_30,45,True,False,B
65497,7253335,gate_30,36,True,False,A
65504,7254344,gate_40,126,True,False,J
65505,7254347,gate_30,74,True,False,E
65509,7255123,gate_30,158,True,True,M
65514,7255731,gate_30,163,True,True,N
65515,7255736,gate_30,36,True,False,A
65516,7255924,gate_30,139,False,True,K
65521,7256644,gate_40,65,True,False,D
65526,7257244,gate_30,116,True,True,I
65535,7258038,gate_30,94,True,False,G
65538,7258434,gate_40,95,False,True,G
65539,7258460,gate_40,124,False,False,J
65541,7258631,gate_40,75,True,True,E
65543,7258739,gate_40,57,False,False,C
65544,7259029,gate_30,49,True,False,B
65545,7259038,gate_30,37,True,False,A
65548,7259286,gate_30,60,True,True,D
65554,7259887,gate_40,151,True,False,M
65556,7260210,gate_30,135,True,True,K
65560,7260727,gate_30,55,True,False,C
65568,7261919,gate_40,53,True,False,C
65580,7262649,gate_30,88,True,True,F
65582,7262845,gate_30,40,False,False,B
65583,7263024,gate_40,67,True,True,D
65589,7263450,gate_30,157,True,True,M
65591,7263760,gate_30,46,False,False,B
65592,7263916,gate_40,91,True,False,G
65598,7264265,gate_30,126,True,True,J
65599,7264283,gate_30,166,True,True,N
65601,7264675,gate_30,57,True,False,C
65605,7264793,gate_30,108,True,False,H
65606,7264836,gate_40,91,True,False,G
65611,7265507,gate_30,127,True,True,J
65615,7266412,gate_40,148,True,True,L
65616,7266522,gate_30,112,True,False,I
65620,7267014,gate_40,84,True,False,F
65621,7267091,gate_40,58,True,False,C
65623,7267570,gate_40,47,False,False,B
65625,7267812,gate_30,30,True,False,A
65626,7267964,gate_30,194,True,True,H
65635,7269118,gate_30,149,True,True,L
65638,7269214,gate_40,46,True,False,B
65641,7269565,gate_40,93,True,False,G
65642,7269640,gate_30,32,True,False,A
65644,7270063,gate_30,56,True,False,C
65647,7270413,gate_40,102,True,True,H
65649,7270669,gate_30,42,False,False,B
65650,7270754,gate_30,58,True,False,C
65656,7271915,gate_40,45,True,True,B
65659,7272209,gate_30,163,True,False,N
65660,7272266,gate_30,148,True,True,L
65663,7272494,gate_30,37,False,False,A
65667,7273287,gate_30,35,False,True,A
65673,7273797,gate_30,82,True,False,F
65674,7273952,gate_40,54,False,False,C
65680,7275081,gate_30,76,True,True,E
65686,7275801,gate_30,55,True,True,C
65689,7275918,gate_30,48,True,False,B
65695,7276299,gate_30,124,False,True,J
65706,7277869,gate_40,40,True,False,B
65707,7278003,gate_40,54,True,False,C
65708,7278418,gate_30,53,True,False,C
65711,7278629,gate_30,43,True,False,B
65714,7278764,gate_30,62,True,False,D
65719,7279189,gate_30,66,False,False,D
65721,7279371,gate_30,30,True,False,A
65722,7279390,gate_30,193,False,False,H
65727,7280245,gate_40,66,True,False,D
65729,7280676,gate_30,57,True,False,C
65734,7281161,gate_30,63,False,False,D
65735,7281227,gate_40,104,True,False,H
65742,7281781,gate_40,104,False,False,H
65743,7281859,gate_40,55,True,False,C
65747,7282215,gate_40,74,True,False,E
65751,7282404,gate_30,67,False,False,D
65762,7283342,gate_30,63,False,True,D
65765,7283396,gate_40,158,True,True,M
65770,7284387,gate_30,33,False,False,A
65771,7284512,gate_30,32,False,False,A
65777,7285049,gate_30,60,False,False,D
65779,7285212,gate_30,42,True,False,B
65782,7285442,gate_30,166,True,False,N
65784,7285586,gate_30,160,False,False,N
65792,7286287,gate_30,77,True,True,E
65795,7286406,gate_30,103,True,True,H
65799,7286532,gate_30,76,True,False,E
65802,7287362,gate_40,53,True,True,C
65805,7287530,gate_30,40,True,False,B
65806,7287621,gate_40,109,True,True,H
65808,7287847,gate_40,129,True,False,J
65809,7287880,gate_30,31,True,False,A
65812,7288388,gate_40,45,True,False,B
65815,7289139,gate_40,97,True,True,G
65817,7289413,gate_40,75,True,False,E
65818,7289525,gate_40,166,True,False,N
65819,7289771,gate_30,34,True,True,A
65822,7290292,gate_30,49,False,False,B
65825,7290649,gate_30,35,False,False,A
65831,7291421,gate_40,164,True,True,N
65834,7291597,gate_40,75,True,True,E
65836,7291651,gate_30,47,True,False,B
65844,7292448,gate_40,40,False,False,B
65848,7292825,gate_40,70,False,False,E
65851,7293270,gate_40,46,True,True,B
65854,7293351,gate_30,54,True,False,C
65859,7293963,gate_30,33,False,False,A
65862,7294292,gate_40,64,False,True,D
65864,7294397,gate_40,77,True,True,E
65866,7294677,gate_30,32,True,False,A
65870,7295048,gate_40,166,True,False,N
65872,7295421,gate_40,92,True,False,G
65873,7295431,gate_40,58,True,False,C
65876,7296029,gate_40,163,True,True,N
65880,7296496,gate_40,114,False,True,I
65897,7297804,gate_40,76,True,False,E
65908,7298353,gate_30,184,True,True,P
65913,7298890,gate_30,38,False,False,A
65927,7299775,gate_30,30,True,False,A
65928,7299790,gate_30,74,False,False,E
65929,7300134,gate_40,93,True,True,G
65932,7300364,gate_30,37,False,False,A
65933,7300709,gate_40,98,True,False,G
65948,7302836,gate_30,127,True,True,J
65951,7303361,gate_40,149,True,True,L
65953,7303788,gate_30,84,True,False,F
65955,7303848,gate_40,72,True,False,E
65957,7303913,gate_30,43,True,True,B
65961,7304095,gate_40,148,True,False,L
65964,7304384,gate_30,84,True,False,F
65969,7304829,gate_40,138,True,True,K
65971,7304937,gate_30,150,True,False,M
65973,7305158,gate_30,35,False,False,A
65974,7305206,gate_40,92,True,True,G
65976,7305352,gate_30,74,True,False,E
65978,7305410,gate_40,69,True,True,D
65980,7305571,gate_30,128,True,True,J
65981,7305595,gate_30,82,True,False,F
65983,7305739,gate_30,172,False,True,O
65990,7306787,gate_30,40,True,False,B
65996,7307799,gate_40,73,True,True,E
65997,7307913,gate_30,135,True,False,K
66003,7308510,gate_30,56,True,False,C
66006,7308657,gate_30,64,True,False,D
66009,7308841,gate_30,31,True,False,A
66010,7308893,gate_30,62,True,True,D
66015,7309536,gate_40,61,True,True,D
66017,7309641,gate_30,43,True,False,B
66019,7309922,gate_30,62,False,False,D
66029,7311554,gate_40,94,False,False,G
66030,7311557,gate_40,141,True,True,L
66047,7313954,gate_30,39,True,False,A
66053,7314321,gate_40,56,True,True,C
66056,7314680,gate_40,156,True,False,M
66057,7314733,gate_30,32,False,False,A
66058,7314770,gate_40,77,True,False,E
66059,7314833,gate_30,87,False,False,F
66061,7315134,gate_40,104,True,False,H
66065,7315455,gate_40,77,True,True,E
66068,7316084,gate_30,64,True,False,D
66069,7316113,gate_40,42,True,False,B
66073,7316727,gate_30,82,True,True,F
66074,7316759,gate_40,113,True,True,I
66076,7317241,gate_30,62,True,False,D
66077,7317274,gate_40,59,True,False,C
66080,7317786,gate_30,44,True,True,B
66081,7317820,gate_30,35,True,False,A
66082,7317839,gate_30,37,True,False,A
66087,7318066,gate_30,86,True,True,F
66089,7318227,gate_30,44,False,True,B
66094,7318911,gate_30,31,False,False,A
66095,7319142,gate_40,42,True,False,B
66097,7319718,gate_40,74,True,False,E
66101,7320071,gate_40,62,True,True,D
66104,7320346,gate_30,175,True,True,O
66107,7320437,gate_30,55,True,False,C
66113,7320787,gate_40,43,True,False,B
66114,7320929,gate_40,88,False,True,F
66118,7321080,gate_30,39,True,False,A
66120,7321308,gate_30,31,True,False,A
66125,7321758,gate_30,119,False,True,I
66128,7321941,gate_30,31,True,False,A
66130,7322246,gate_30,31,True,False,A
66132,7322512,gate_30,30,True,False,A
66134,7322646,gate_40,55,True,False,C
66137,7322833,gate_40,108,True,True,H
66140,7322939,gate_30,82,True,True,F
66145,7323540,gate_40,174,True,False,O
66148,7324340,gate_40,142,True,False,L
66149,7324428,gate_40,44,False,False,B
66151,7324672,gate_40,42,True,False,B
66155,7324775,gate_40,45,True,True,B
66156,7325052,gate_30,162,True,True,N
66168,7326093,gate_30,117,True,True,I
66169,7326114,gate_40,55,True,False,C
66171,7326256,gate_40,49,True,False,B
66172,7326310,gate_30,99,True,False,G
66179,7327130,gate_40,69,True,True,D
66181,7327275,gate_30,193,True,True,H
66183,7327591,gate_40,56,True,False,C
66186,7327984,gate_30,49,True,False,B
66187,7328004,gate_30,94,True,True,G
66193,7328242,gate_30,67,False,False,D
66197,7328977,gate_30,75,True,False,E
66204,7329818,gate_40,154,False,True,M
66205,7330082,gate_40,53,True,False,C
66209,7330560,gate_30,39,True,False,A
66210,7330598,gate_30,103,True,False,H
66215,7330931,gate_40,65,False,True,D
66217,7331165,gate_30,32,True,False,A
66218,7331422,gate_30,124,True,True,J
66219,7331634,gate_40,48,True,False,B
66232,7332427,gate_40,119,False,False,I
66237,7333168,gate_40,102,True,False,H
66242,7333551,gate_40,51,True,True,C
66255,7334860,gate_30,52,False,True,C
66268,7336552,gate_40,69,True,True,D
66277,7338062,gate_40,49,True,False,B
66278,7338187,gate_30,188,True,False,P
66281,7338841,gate_40,50,True,False,C
66283,7338877,gate_30,64,True,False,D
66285,7338959,gate_30,71,False,True,E
66290,7339753,gate_30,99,False,True,G
66293,7340160,gate_30,80,True,False,F
66295,7340223,gate_30,91,True,False,G
66296,7340393,gate_30,178,True,True,O
66304,7341062,gate_30,40,True,False,B
66305,7341091,gate_30,156,False,False,M
66306,7341157,gate_40,180,True,False,P
66309,7341240,gate_40,164,True,True,N
66312,7341638,gate_40,99,True,False,G
66314,7341727,gate_40,130,True,True,K
66316,7341895,gate_30,30,True,False,A
66320,7342055,gate_30,39,True,True,A
66326,7342460,gate_40,63,True,False,D
66328,7342543,gate_30,47,True,False,B
66330,7342769,gate_30,75,True,False,E
66333,7343415,gate_40,65,True,False,D
66348,7345312,gate_40,45,False,False,B
66351,7345523,gate_30,30,True,False,A
66357,7346029,gate_30,82,False,True,F
66366,7347410,gate_30,36,True,False,A
66367,7347414,gate_40,81,True,False,F
66368,7347419,gate_30,32,False,False,A
66380,7348839,gate_30,47,True,False,B
66385,7349742,gate_40,69,True,True,D
66386,7349748,gate_40,159,True,True,M
66388,7349779,gate_30,42,True,False,B
66389,7349998,gate_30,48,False,False,B
66393,7350684,gate_40,109,True,True,H
66396,7350976,gate_40,98,True,False,G
66398,7351105,gate_30,49,True,False,B
66404,7351696,gate_40,47,True,True,B
66406,7351928,gate_30,46,False,True,B
66408,7352093,gate_40,82,True,False,F
66412,7352625,gate_30,48,True,False,B
66413,7352638,gate_40,66,True,False,D
66414,7352736,gate_40,85,True,True,F
66415,7352749,gate_30,66,True,False,D
66417,7353048,gate_30,144,True,True,L
66418,7353105,gate_30,89,True,False,F
66420,7353148,gate_30,144,True,True,L
66422,7353193,gate_40,57,True,False,C
66430,7353928,gate_40,169,True,True,N
66432,7354333,gate_40,168,True,False,N
66433,7354425,gate_40,142,True,False,L
66435,7354467,gate_40,42,True,False,B
66439,7355488,gate_30,161,False,True,N
66440,7355567,gate_40,46,True,True,B
66442,7355661,gate_40,125,True,True,J
66445,7356102,gate_40,46,True,False,B
66446,7356444,gate_40,41,True,True,B
66449,7356567,gate_40,52,False,False,C
66453,7357233,gate_40,48,True,True,B
66454,7357662,gate_30,66,True,False,D
66456,7357976,gate_40,140,True,True,L
66457,7358004,gate_40,52,True,False,C
66458,7358217,gate_40,92,False,False,G
66465,7358615,gate_30,62,False,True,D
66468,7358735,gate_40,61,True,False,D
66469,7358749,gate_40,112,True,False,I
66472,7359232,gate_30,62,True,True,D
66474,7359429,gate_40,164,True,False,N
66484,7360675,gate_40,104,True,True,H
66485,7360694,gate_30,71,True,False,E
66486,7360910,gate_30,56,True,False,C
66487,7360943,gate_40,98,True,False,G
66492,7361588,gate_30,53,True,False,C
66497,7362372,gate_40,142,True,True,L
66500,7362864,gate_30,42,True,False,B
66508,7363899,gate_40,42,True,False,B
66511,7364412,gate_30,32,False,False,A
66514,7364639,gate_30,36,False,False,A
66518,7365189,gate_30,59,True,True,C
66530,7366785,gate_40,73,True,True,E
66531,7366838,gate_30,126,False,True,J
66533,7367036,gate_30,121,True,True,J
66534,7367129,gate_30,53,False,False,C
66539,7367771,gate_30,30,False,True,A
66548,7369135,gate_30,49,False,False,B
66554,7369741,gate_40,67,False,True,D
66555,7369851,gate_40,159,True,False,M
66556,7370121,gate_30,61,True,True,D
66559,7370891,gate_30,48,True,False,B
66562,7371358,gate_30,41,True,False,B
66564,7371461,gate_40,70,True,False,E
66575,7372510,gate_30,34,False,True,A
66578,7372679,gate_30,54,False,False,C
66579,7372780,gate_30,37,True,False,A
66583,7373383,gate_30,42,False,True,B
66585,7374004,gate_30,98,False,True,G
66586,7374378,gate_30,96,True,True,G
66587,7374696,gate_40,173,True,True,O
66588,7374760,gate_30,45,True,False,B
66594,7375277,gate_40,128,False,False,J
66596,7375689,gate_30,41,True,True,B
66597,7375817,gate_40,45,True,False,B
66602,7376123,gate_30,106,True,True,H
66606,7376959,gate_40,71,True,False,E
66607,7377193,gate_30,136,True,True,K
66609,7377430,gate_30,62,True,True,D
66611,7377480,gate_40,53,True,False,C
66613,7377752,gate_40,74,True,True,E
66614,7377846,gate_40,43,True,False,B
66615,7378052,gate_30,34,True,False,A
66616,7378098,gate_40,89,True,True,F
66621,7378916,gate_30,34,True,False,A
66622,7378932,gate_30,48,True,False,B
66633,7379858,gate_30,130,True,False,K
66636,7379922,gate_30,141,False,True,L
66637,7379966,gate_40,81,True,False,F
66638,7380031,gate_30,72,False,True,E
66646,7381239,gate_40,104,True,False,H
66651,7381890,gate_30,42,True,False,B
66654,7382238,gate_30,60,False,False,D
66657,7382874,gate_40,49,False,True,B
66662,7383673,gate_30,99,False,False,G
66668,7383988,gate_40,60,True,False,D
66669,7384156,gate_40,75,False,True,E
66671,7384435,gate_30,34,True,False,A
66674,7384789,gate_30,51,False,False,C
66675,7385110,gate_30,37,True,True,A
66676,7385123,gate_30,41,False,False,B
66680,7385765,gate_30,80,False,True,F
66683,7385992,gate_30,49,False,True,B
66687,7386319,gate_30,41,True,True,B
66692,7386587,gate_40,60,True,False,D
66702,7387262,gate_30,188,True,True,P
66707,7387508,gate_30,109,True,False,H
66711,7387588,gate_30,43,True,False,B
66713,7387827,gate_30,101,True,True,H
66716,7388332,gate_40,144,True,True,L
66719,7388840,gate_40,108,True,False,H
66723,7389139,gate_30,37,False,False,A
66726,7389516,gate_40,164,True,True,N
66730,7390189,gate_30,39,False,False,A
66732,7390366,gate_30,49,True,False,B
66733,7390667,gate_30,112,True,True,I
66735,7390763,gate_30,69,False,False,D
66736,7390906,gate_30,31,True,False,A
66746,7392104,gate_30,61,True,False,D
66751,7392978,gate_40,52,True,False,C
66757,7393958,gate_30,34,True,True,A
66759,7394076,gate_40,41,True,False,B
66760,7394122,gate_40,158,True,True,M
66763,7394305,gate_40,45,True,False,B
66768,7395407,gate_40,138,True,True,K
66770,7395802,gate_30,67,True,True,D
66776,7396384,gate_40,124,True,False,J
66778,7396460,gate_40,130,True,True,K
66779,7396722,gate_30,43,True,False,B
66780,7396827,gate_40,87,True,False,F
66783,7397001,gate_30,99,False,True,G
66786,7397121,gate_30,57,True,True,C
66787,7397136,gate_40,43,True,False,B
66789,7397193,gate_40,170,True,True,O
66793,7397753,gate_30,61,True,True,D
66798,7398256,gate_30,34,True,False,A
66799,7398325,gate_30,38,False,False,A
66801,7398528,gate_30,37,True,False,A
66804,7398971,gate_30,81,True,True,F
66805,7399393,gate_40,104,True,True,H
66806,7399462,gate_40,130,True,False,K
66808,7399547,gate_30,43,True,False,B
66814,7400008,gate_40,74,False,True,E
66818,7400220,gate_30,62,True,True,D
66819,7400659,gate_30,107,False,True,H
66820,7400668,gate_40,56,True,True,C
66822,7400742,gate_30,97,False,True,G
66828,7401404,gate_30,53,True,False,C
66830,7401549,gate_30,65,True,False,D
66832,7401688,gate_30,62,True,False,D
66834,7401813,gate_40,127,True,True,J
66835,7401889,gate_40,122,True,False,J
66840,7402405,gate_40,106,True,False,H
66842,7402538,gate_30,53,True,True,C
66843,7402684,gate_40,73,True,False,E
66844,7402714,gate_30,132,True,True,K
66847,7402837,gate_30,36,True,False,A
66853,7403398,gate_30,55,True,True,C
66855,7403597,gate_30,105,True,False,H
66857,7403666,gate_30,147,True,True,L
66858,7403667,gate_40,148,True,True,L
66861,7404171,gate_40,57,True,False,C
66866,7404795,gate_30,31,True,False,A
66868,7405011,gate_40,55,True,False,C
66872,7405208,gate_30,99,True,False,G
66874,7405665,gate_30,54,True,False,C
66879,7406437,gate_30,77,True,True,E
66881,7406564,gate_30,51,True,False,C
66884,7407169,gate_40,81,True,True,F
66892,7408181,gate_30,40,False,False,B
66893,7408215,gate_30,46,False,True,B
66902,7409502,gate_40,132,True,False,K
66906,7410039,gate_40,102,True,False,H
66908,7410173,gate_30,98,True,True,G
66910,7410563,gate_30,35,False,False,A
66912,7410899,gate_30,101,True,False,H
66916,7411063,gate_30,35,True,False,A
66919,7411433,gate_40,91,True,True,G
66926,7412321,gate_30,39,False,False,A
66928,7412881,gate_30,33,True,False,A
66929,7412882,gate_30,54,True,False,C
66932,7413249,gate_30,127,False,True,J
66933,7413572,gate_40,59,True,False,C
66936,7414359,gate_40,171,True,False,O
66939,7415032,gate_40,113,False,True,I
66942,7415310,gate_40,48,True,False,B
66948,7415917,gate_40,89,True,False,F
66951,7416291,gate_30,59,True,False,C
66955,7416489,gate_30,30,True,False,A
66958,7416821,gate_40,48,True,False,B
66960,7417520,gate_30,34,True,False,A
66961,7417536,gate_30,38,False,False,A
66964,7418113,gate_40,126,True,True,J
66967,7418425,gate_40,41,True,True,B
66976,7420008,gate_40,114,True,True,I
66979,7420157,gate_40,48,True,False,B
66980,7420168,gate_30,37,True,False,A
66982,7420261,gate_40,40,True,False,B
66986,7420767,gate_30,50,True,True,C
66987,7421032,gate_40,42,True,False,B
66991,7421240,gate_40,66,False,True,D
66992,7421260,gate_30,40,False,False,B
66998,7422418,gate_40,43,True,True,B
66999,7422477,gate_40,123,True,True,J
67008,7423493,gate_40,40,True,False,B
67015,7424191,gate_30,75,True,True,E
67016,7424194,gate_30,185,True,False,P
67017,7424209,gate_30,42,True,False,B
67025,7424667,gate_30,42,True,False,B
67033,7426096,gate_30,56,True,True,C
67036,7426395,gate_40,41,True,False,B
67038,7426502,gate_30,33,False,True,A
67039,7426672,gate_30,30,False,False,A
67044,7427131,gate_40,48,True,False,B
67049,7427389,gate_30,121,True,True,J
67061,7428737,gate_40,136,False,True,K
67062,7428915,gate_30,122,True,False,J
67063,7428978,gate_30,192,True,False,H
67066,7429152,gate_40,46,True,False,B
67068,7429435,gate_30,71,True,False,E
67072,7429602,gate_40,186,True,True,P
67078,7430333,gate_40,105,False,True,H
67084,7430805,gate_30,177,True,False,O
67085,7430948,gate_30,45,True,True,B
67088,7431637,gate_40,129,True,True,J
67091,7431964,gate_40,66,True,True,D
67106,7433844,gate_30,164,True,True,N
67112,7434291,gate_30,53,True,False,C
67114,7434771,gate_30,96,False,False,G
67118,7434965,gate_40,79,True,False,E
67126,7435907,gate_40,158,True,True,M
67127,7435908,gate_30,98,False,True,G
67129,7436157,gate_30,90,True,False,G
67132,7436549,gate_40,83,True,True,F
67136,7437151,gate_40,161,True,True,N
67138,7437486,gate_40,150,True,True,M
67146,7438607,gate_30,30,True,False,A
67149,7438802,gate_30,58,True,False,C
67156,7439640,gate_30,88,False,True,F
67158,7439858,gate_30,59,True,False,C
67166,7440546,gate_40,50,False,False,C
67167,7440589,gate_30,96,True,True,G
67168,7440623,gate_40,45,False,False,B
67170,7440877,gate_30,93,True,False,G
67173,7441649,gate_40,90,False,True,G
67178,7442235,gate_30,65,True,False,D
67179,7442320,gate_40,64,False,False,D
67185,7443306,gate_40,113,True,False,I
67187,7443475,gate_30,50,True,True,C
67191,7443960,gate_30,39,True,False,A
67193,7444128,gate_40,117,True,True,I
67197,7444426,gate_30,38,True,False,A
67199,7444494,gate_40,59,True,False,C
67200,7444503,gate_30,177,True,True,O
67206,7444928,gate_30,36,False,True,A
67210,7445350,gate_40,56,True,True,C
67212,7445536,gate_40,44,False,False,B
67220,7446544,gate_30,52,True,False,C
67228,7447562,gate_30,86,True,False,F
