,userid,version,sum_gamerounds,retention_1,retention_7
82144,9102974,gate_40,53,True,False
82145,9103111,gate_30,85,True,False
82147,9103394,gate_30,97,True,True
82150,9103604,gate_30,45,False,False
82153,9103733,gate_30,45,True,True
82154,9103761,gate_30,75,True,False
82162,9104411,gate_30,33,True,False
82164,9104747,gate_30,49,True,False
82167,9104859,gate_30,143,True,False
82176,9105704,gate_30,195,True,True
82178,9105766,gate_30,411,True,True
82189,9107086,gate_40,226,True,True
82191,9107160,gate_30,39,True,False
82193,9107213,gate_30,51,True,False
82194,9107341,gate_30,493,True,True
82197,9107625,gate_40,53,True,False
82203,9108323,gate_30,34,False,True
82205,9108625,gate_40,94,True,False
82207,9108815,gate_40,161,True,True
82208,9108941,gate_30,97,True,False
82210,9109014,gate_30,34,True,False
82215,9109275,gate_30,37,False,False
82216,9109341,gate_30,112,True,True
82217,9109374,gate_30,34,True,False
82219,9109682,gate_30,32,True,False
82221,9110249,gate_30,131,True,False
82226,9110581,gate_30,186,True,True
82227,9110648,gate_40,91,False,False
82232,9110964,gate_30,134,True,True
82236,9111339,gate_40,120,True,True
82245,9112435,gate_30,188,True,False
82247,9112925,gate_30,40,True,False
82253,9113703,gate_30,168,True,True
82254,9113729,gate_40,220,True,True
82257,9113889,gate_40,645,True,True
82260,9114234,gate_40,44,True,True
82263,9114612,gate_30,165,True,False
82268,9115062,gate_30,51,False,False
82269,9115240,gate_30,195,True,False
82275,9115768,gate_30,120,True,True
82277,9116035,gate_40,241,True,False
82285,9116792,gate_40,150,True,False
82288,9117103,gate_30,34,True,False
82290,9117138,gate_30,98,True,False
82293,9117325,gate_40,47,True,True
82294,9117557,gate_30,622,True,True
82298,9118050,gate_30,85,True,False
82299,9118211,gate_30,48,True,False
82300,9118321,gate_40,388,True,True
82301,9118361,gate_30,46,True,False
82308,9119084,gate_40,40,True,False
82311,9119182,gate_40,371,True,True
82312,9119539,gate_30,189,False,True
82315,9119837,gate_40,40,True,True
82316,9119840,gate_30,53,True,True
82317,9120071,gate_30,82,True,False
82325,9120810,gate_40,66,True,True
82327,9120996,gate_40,203,True,True
82333,9121614,gate_30,73,True,False
82334,9121693,gate_40,67,True,True
82336,9121805,gate_30,161,True,False
82337,9121934,gate_40,74,True,False
82338,9122312,gate_30,66,False,False
82339,9122336,gate_40,147,True,False
82342,9122611,gate_40,130,True,True
82346,9123120,gate_40,333,True,True
82351,9123350,gate_30,64,True,False
82352,9123448,gate_40,299,True,True
82353,9123525,gate_40,54,True,False
82354,9123805,gate_40,243,False,False
82356,9123960,gate_30,505,True,True
82362,9124488,gate_30,37,True,False
82363,9124703,gate_30,36,True,False
82372,9125635,gate_40,115,True,True
82382,9127547,gate_30,31,True,False
82384,9127630,gate_30,55,True,True
82386,9127919,gate_40,65,True,False
82387,9127931,gate_40,71,True,False
82389,9128373,gate_30,193,True,True
82398,9129325,gate_30,34,True,False
82399,9129717,gate_40,74,True,False
82401,9129863,gate_40,160,True,True
82404,9129980,gate_30,71,True,True
82405,9129983,gate_40,1002,True,True
82406,9130043,gate_40,64,True,False
82408,9130221,gate_30,31,False,False
82413,9130833,gate_40,55,True,False
82414,9130902,gate_30,56,True,False
82415,9130938,gate_40,98,True,True
82416,9131186,gate_30,124,True,True
82426,9133116,gate_30,76,True,False
82427,9133152,gate_30,542,True,True
82429,9133386,gate_40,81,True,True
82434,9133986,gate_40,119,True,True
82436,9134373,gate_40,79,True,False
82437,9134549,gate_40,119,True,True
82438,9134681,gate_40,172,True,True
82439,9134717,gate_40,73,False,True
82442,9135255,gate_40,104,True,True
82444,9135402,gate_40,74,False,True
82449,9135841,gate_40,42,True,False
82452,9136203,gate_30,44,True,False
82453,9136338,gate_40,107,True,False
82455,9136613,gate_40,54,True,False
82458,9136847,gate_40,90,True,False
82460,9137020,gate_40,259,True,True
82466,9137334,gate_30,207,True,True
82467,9137524,gate_30,53,True,False
82468,9137545,gate_40,41,False,False
82469,9137608,gate_40,81,False,False
82470,9137724,gate_30,496,True,True
82472,9137886,gate_30,66,True,False
82475,9138244,gate_40,150,True,True
82476,9138252,gate_40,633,True,True
82482,9138789,gate_30,445,True,True
82484,9138967,gate_30,61,True,False
82486,9139039,gate_40,122,True,False
82490,9139510,gate_30,454,True,False
82491,9139569,gate_30,30,False,False
82493,9139736,gate_40,63,True,False
82494,9139813,gate_30,45,True,False
82502,9141374,gate_40,75,True,False
82504,9141773,gate_30,58,True,True
82506,9142029,gate_40,72,True,False
82509,9142380,gate_40,99,True,True
82510,9142605,gate_30,72,True,False
82514,9142973,gate_30,144,True,False
82516,9143151,gate_30,56,True,False
82521,9143290,gate_40,54,False,True
82523,9143609,gate_30,64,False,True
82527,9144115,gate_40,346,True,True
82531,9144698,gate_30,38,True,False
82533,9145056,gate_40,89,True,False
82544,9145782,gate_40,46,True,False
82545,9145819,gate_30,96,True,False
82548,9146035,gate_30,133,False,False
82549,9146075,gate_40,51,True,False
82550,9146184,gate_40,459,True,True
82551,9146441,gate_30,187,True,True
82553,9146679,gate_40,143,True,True
82556,9147096,gate_30,35,True,False
82563,9147596,gate_30,137,True,False
82564,9147630,gate_30,80,True,False
82565,9147675,gate_40,106,False,True
82566,9147906,gate_40,225,True,False
82567,9147949,gate_40,62,False,True
82569,9148066,gate_30,33,False,True
82570,9148340,gate_30,30,False,False
82571,9148545,gate_40,83,True,False
82575,9148928,gate_30,170,True,True
82577,9149005,gate_30,221,True,True
82580,9149540,gate_40,177,True,True
82583,9149963,gate_30,268,True,True
82585,9150138,gate_40,46,True,False
82586,9150167,gate_30,30,True,False
82591,9150744,gate_30,404,True,True
82597,9150999,gate_30,53,True,False
82602,9151407,gate_30,54,True,False
82603,9151479,gate_30,89,True,True
82604,9151741,gate_40,85,True,False
82607,9152185,gate_40,43,True,False
82610,9152462,gate_30,83,True,True
82611,9152555,gate_40,260,True,True
82615,9152915,gate_40,68,True,True
82616,9153000,gate_30,66,True,False
82617,9153031,gate_30,91,True,False
82620,9153175,gate_30,100,True,False
82622,9153241,gate_30,236,True,True
82624,9153314,gate_30,53,True,True
82625,9153587,gate_40,94,True,True
82629,9153938,gate_30,36,False,False
82631,9154126,gate_40,243,True,False
82632,9154140,gate_40,55,True,False
82635,9154619,gate_40,56,True,False
82636,9154714,gate_30,32,True,False
82637,9154765,gate_40,90,True,False
82641,9155107,gate_30,63,True,False
82647,9156009,gate_30,37,True,False
82653,9156662,gate_40,61,True,False
82654,9156702,gate_30,83,False,True
82656,9156909,gate_30,145,True,True
82657,9156967,gate_30,108,False,True
82659,9157162,gate_40,136,True,False
82662,9157464,gate_40,84,True,True
82664,9157588,gate_40,57,True,True
82667,9157895,gate_40,43,True,False
82673,9158441,gate_40,67,True,True
82674,9158517,gate_40,61,False,False
82681,9159893,gate_30,609,True,True
82682,9159972,gate_30,265,True,True
82683,9160036,gate_40,77,True,False
82684,9160276,gate_40,733,True,True
82685,9160365,gate_30,241,True,True
82688,9160653,gate_40,186,True,True
82690,9161095,gate_30,39,False,False
82691,9161209,gate_40,44,False,True
82695,9161654,gate_40,83,True,False
82700,9162512,gate_40,87,True,True
82702,9162897,gate_30,149,True,False
82703,9162905,gate_30,130,False,False
82708,9163218,gate_30,121,True,False
82711,9163551,gate_30,42,True,True
82712,9163582,gate_30,155,False,True
82714,9163674,gate_40,88,True,False
82715,9163699,gate_40,131,True,True
82720,9164110,gate_40,54,True,False
82723,9164469,gate_40,48,True,False
82727,9164810,gate_30,255,True,True
82729,9164934,gate_30,223,True,True
82735,9166029,gate_40,158,True,True
82737,9166064,gate_40,133,True,True
82740,9166259,gate_40,67,True,False
82742,9166542,gate_40,127,True,True
82744,9166609,gate_30,147,True,False
82749,9167929,gate_40,43,False,False
82750,9167991,gate_40,46,True,True
82754,9168289,gate_30,34,True,False
82756,9168495,gate_30,47,False,True
82765,9169202,gate_30,58,True,False
82767,9169546,gate_30,31,True,False
82771,9170296,gate_30,35,True,False
82776,9170742,gate_40,125,True,True
82783,9171388,gate_30,39,True,True
82793,9173088,gate_30,41,False,True
82798,9173339,gate_30,339,True,True
82799,9173423,gate_40,153,True,False
82801,9173598,gate_40,230,False,True
82802,9173755,gate_40,46,True,False
82803,9173768,gate_30,148,False,True
82806,9174126,gate_30,85,True,False
82808,9174359,gate_40,136,False,True
82811,9174748,gate_40,97,True,True
82813,9174791,gate_40,67,True,False
82819,9175107,gate_40,51,True,False
82821,9175302,gate_40,417,True,True
82825,9175650,gate_30,231,True,True
82826,9175657,gate_40,176,True,False
82827,9175766,gate_30,94,True,False
82828,9175819,gate_30,32,True,False
82829,9176050,gate_40,321,True,True
82834,9176684,gate_40,1138,True,True
82835,9176813,gate_40,100,True,False
82839,9176974,gate_40,163,True,True
82841,9177136,gate_40,43,False,False
82844,9177529,gate_40,92,True,False
82846,9177745,gate_30,70,True,True
82847,9177752,gate_30,80,True,False
82855,9179133,gate_40,53,False,True
82856,9179231,gate_30,670,True,True
82860,9179721,gate_30,37,True,False
82861,9179815,gate_30,37,False,False
82868,9180628,gate_40,64,True,False
82869,9180822,gate_40,259,True,True
82871,9180982,gate_40,47,True,True
82873,9181300,gate_30,41,False,False
82879,9181778,gate_40,580,True,True
82880,9181887,gate_30,41,True,False
82882,9182047,gate_40,106,True,True
82888,9182931,gate_30,50,True,False
82889,9183105,gate_30,981,False,False
82896,9183963,gate_30,383,True,True
82898,9184256,gate_40,48,False,False
82899,9184603,gate_30,53,True,False
82900,9184626,gate_40,61,True,False
82901,9184634,gate_40,94,False,True
82904,9184884,gate_30,31,True,False
82906,9185061,gate_30,67,True,True
82907,9185361,gate_30,45,True,False
82911,9185897,gate_40,562,True,True
82912,9186055,gate_40,293,True,True
82914,9186261,gate_30,284,False,True
82916,9186379,gate_40,52,False,False
82924,9187189,gate_30,297,True,True
82931,9187636,gate_30,78,True,True
82932,9187680,gate_40,99,False,True
82943,9188384,gate_40,73,True,False
82945,9188526,gate_30,36,True,False
82946,9188536,gate_30,90,True,False
82947,9188537,gate_30,61,True,False
82948,9188658,gate_40,598,True,False
82951,9189338,gate_30,87,False,True
82952,9189507,gate_40,41,True,False
82956,9189823,gate_30,84,False,True
82959,9189987,gate_30,80,True,False
82963,9190627,gate_30,112,True,True
82972,9191813,gate_30,78,True,False
82973,9191830,gate_30,173,True,True
82974,9191898,gate_30,31,True,False
82982,9193016,gate_40,45,False,False
82983,9193031,gate_30,40,True,False
82984,9193367,gate_40,46,False,True
82986,9193428,gate_30,36,False,True
82987,9193447,gate_30,100,False,True
82989,9193539,gate_40,74,False,True
82994,9193971,gate_30,240,True,False
82995,9193980,gate_30,114,False,True
82999,9194318,gate_40,57,True,False
83000,9194465,gate_30,89,False,False
83003,9194688,gate_30,184,True,True
83007,9195886,gate_40,53,True,False
83009,9196147,gate_30,67,False,False
83017,9196963,gate_40,258,True,True
83018,9197326,gate_40,44,True,False
83023,9198245,gate_30,39,True,False
83025,9198479,gate_40,66,True,True
83027,9198559,gate_30,45,True,False
83028,9198604,gate_30,181,True,False
83031,9199081,gate_30,106,True,True
83037,9200091,gate_30,36,True,False
83044,9200736,gate_30,829,False,False
83047,9200863,gate_40,45,True,False
83050,9201369,gate_30,63,False,True
83053,9201521,gate_30,110,True,True
83054,9201529,gate_30,34,True,False
83056,9201671,gate_40,48,True,False
83058,9201921,gate_40,77,False,False
83060,9202134,gate_30,132,True,False
83062,9202230,gate_40,120,True,True
83073,9203666,gate_40,127,True,True
83077,9204153,gate_30,99,True,True
83078,9204165,gate_30,36,True,False
83083,9205213,gate_40,101,True,True
83084,9205252,gate_40,56,True,False
83086,9205445,gate_40,96,True,True
83090,9205761,gate_40,180,True,True
83098,9206748,gate_30,105,True,False
83099,9206806,gate_30,112,True,True
83102,9207311,gate_30,412,False,True
83103,9207335,gate_40,468,True,True
83109,9208507,gate_40,64,True,True
83110,9208551,gate_30,101,False,True
83114,9208828,gate_30,305,True,True
83116,9209038,gate_40,243,True,True
83118,9209145,gate_30,85,True,False
83121,9209461,gate_30,227,True,True
83123,9209557,gate_40,122,True,False
83129,9210058,gate_40,51,True,False
83133,9210270,gate_30,44,True,False
83137,9210564,gate_40,193,True,True
83139,9210753,gate_30,68,True,False
83141,9210917,gate_30,151,True,True
83148,9212238,gate_30,50,True,True
83149,9212417,gate_30,66,True,False
83150,9212635,gate_30,32,False,False
83152,9212900,gate_40,179,True,False
83156,9213306,gate_40,108,True,False
83158,9213411,gate_40,45,True,False
83159,9213547,gate_40,254,True,True
83166,9215346,gate_40,200,True,True
83168,9215420,gate_30,55,True,True
83172,9216169,gate_30,73,True,False
83176,9216635,gate_30,280,True,True
83179,9217134,gate_30,40,False,False
83182,9217630,gate_30,154,True,False
83184,9217887,gate_40,159,False,True
83188,9218235,gate_40,79,True,False
83193,9218707,gate_30,45,True,False
83200,9219138,gate_30,280,True,True
83205,9219822,gate_40,75,True,True
83207,9220047,gate_40,48,False,False
83213,9221081,gate_30,40,True,False
83214,9221125,gate_30,581,True,True
83219,9221547,gate_30,57,True,True
83221,9221994,gate_40,83,True,False
83225,9222493,gate_30,39,True,False
83226,9222748,gate_30,147,True,False
83228,9223065,gate_30,53,True,False
83236,9224197,gate_30,41,True,True
83237,9224237,gate_40,119,True,True
83238,9224245,gate_40,114,True,True
83240,9224511,gate_30,280,True,False
83246,9224928,gate_30,85,True,True
83247,9225049,gate_40,57,False,False
83249,9225208,gate_40,179,True,False
83255,9226264,gate_40,48,True,False
83262,9226886,gate_40,138,True,False
83264,9227176,gate_40,293,True,True
83265,9227256,gate_40,83,True,False
83277,9229470,gate_30,53,True,True
83280,9229530,gate_30,127,True,True
83283,9229792,gate_40,72,False,False
83284,9229973,gate_40,45,False,False
83290,9231090,gate_30,47,False,True
83293,9231493,gate_30,188,True,True
83297,9231633,gate_30,48,False,False
83298,9231647,gate_30,369,True,True
83303,9232001,gate_40,48,True,False
83304,9232033,gate_30,116,True,False
83306,9232118,gate_40,106,True,False
83308,9232461,gate_30,114,True,True
83313,9232869,gate_40,48,True,True
83317,9233234,gate_30,112,True,True
83319,9233264,gate_30,152,True,False
83320,9233752,gate_40,100,True,True
83325,9234158,gate_30,132,True,False
83331,9234550,gate_30,284,True,True
83334,9234713,gate_30,139,True,False
83337,9235425,gate_30,30,True,False
83341,9235799,gate_40,105,False,True
83343,9235958,gate_30,37,False,False
83344,9235966,gate_40,99,True,True
83346,9236141,gate_40,55,True,False
83349,9236626,gate_40,205,True,False
83351,9237082,gate_40,44,True,False
83353,9237108,gate_40,158,True,True
83359,9237796,gate_40,41,False,False
83361,9237990,gate_30,456,True,True
83362,9238055,gate_40,117,True,True
83366,9238203,gate_40,80,True,False
83368,9238556,gate_30,40,False,False
83369,9238614,gate_40,49,False,False
83370,9238658,gate_40,53,True,False
83372,9238722,gate_40,168,True,False
83374,9239031,gate_40,43,False,False
83376,9239187,gate_40,74,True,False
83378,9239354,gate_40,155,True,True
83379,9239580,gate_30,50,False,False
83380,9239768,gate_40,393,True,True
83382,9239950,gate_30,68,True,False
83388,9240449,gate_30,53,True,False
83395,9241022,gate_30,37,False,False
83398,9241315,gate_30,34,True,False
83410,9243127,gate_30,135,True,True
83412,9243286,gate_30,38,True,False
83415,9243836,gate_40,97,True,True
83416,9243979,gate_40,139,True,False
83419,9244363,gate_40,199,True,True
83430,9245268,gate_40,105,True,False
83431,9245462,gate_40,48,False,True
83432,9245685,gate_40,192,True,True
83436,9246139,gate_30,36,True,False
83438,9246189,gate_40,42,True,False
83441,9246329,gate_30,68,True,True
83442,9246511,gate_40,48,False,False
83445,9246592,gate_40,157,True,False
83447,9247024,gate_30,56,True,False
83459,9248348,gate_40,78,True,False
83466,9248592,gate_30,108,True,True
83467,9248714,gate_30,123,True,True
83469,9248805,gate_30,89,True,True
83470,9248859,gate_30,36,False,False
83471,9248939,gate_40,193,True,False
83473,9249006,gate_40,61,False,False
83475,9249203,gate_40,62,True,True
83477,9249350,gate_30,469,True,True
83480,9250309,gate_30,43,True,False
83481,9250460,gate_40,224,True,True
83485,9251000,gate_40,211,True,True
83486,9251068,gate_30,56,True,False
83489,9251244,gate_30,40,False,False
83491,9251479,gate_40,359,True,True
83495,9252016,gate_30,35,True,False
83496,9252104,gate_30,30,True,False
83501,9252660,gate_40,104,True,False
83507,9253333,gate_30,69,True,True
83509,9253505,gate_30,37,True,False
83511,9253570,gate_40,78,False,True
83512,9253583,gate_30,49,True,False
83515,9253688,gate_40,583,True,True
83521,9254228,gate_30,39,True,True
83524,9254706,gate_40,64,False,False
83527,9255701,gate_30,63,True,False
83529,9255758,gate_30,84,True,False
83530,9255826,gate_30,31,True,False
83531,9255971,gate_40,210,True,True
83532,9256119,gate_30,60,True,False
83536,9256440,gate_30,78,True,True
83538,9256527,gate_30,312,True,True
83539,9256585,gate_40,71,True,False
83541,9257102,gate_40,95,False,True
83543,9257452,gate_30,31,True,False
83547,9258233,gate_40,124,True,True
83553,9258865,gate_30,107,True,True
83561,9260245,gate_30,35,False,False
83562,9260369,gate_30,52,True,True
83563,9260685,gate_40,120,True,True
83565,9260742,gate_40,42,True,False
83566,9260821,gate_40,61,True,False
83574,9261409,gate_30,120,True,True
83576,9261660,gate_40,49,True,False
83578,9261827,gate_40,698,True,True
83579,9261901,gate_30,34,True,False
83581,9262290,gate_30,155,False,True
83583,9262605,gate_40,98,False,False
83584,9262656,gate_40,61,True,False
83588,9263489,gate_30,315,True,True
83589,9263492,gate_30,49,True,False
83591,9263659,gate_40,121,True,True
83592,9263791,gate_40,51,True,False
83593,9263869,gate_40,61,False,False
83599,9264456,gate_30,32,True,False
83600,9264462,gate_40,84,True,False
83601,9264476,gate_40,48,True,False
83607,9265096,gate_40,328,False,False
83608,9265118,gate_40,240,True,True
83609,9265338,gate_40,151,True,True
83611,9265569,gate_30,33,True,False
83614,9266165,gate_30,225,True,True
83617,9266559,gate_40,57,True,False
83618,9266683,gate_40,97,True,False
83619,9266921,gate_40,44,True,False
83621,9267459,gate_40,153,True,False
83623,9267684,gate_30,74,True,True
83624,9267850,gate_30,134,True,False
83626,9268011,gate_40,67,True,False
83632,9268868,gate_40,240,True,True
83633,9268906,gate_40,1667,True,True
83637,9269349,gate_30,37,False,False
83643,9269812,gate_30,41,True,False
83644,9270024,gate_40,89,True,False
83646,9270219,gate_40,50,True,False
83647,9270252,gate_30,44,False,True
83649,9270665,gate_30,58,True,True
83651,9271090,gate_40,84,True,True
83655,9271830,gate_40,197,True,True
83656,9271956,gate_30,38,False,True
83657,9272075,gate_30,71,True,True
83658,9272343,gate_40,212,True,False
83659,9272438,gate_30,414,True,True
83663,9272808,gate_30,635,True,False
83665,9273079,gate_30,64,True,False
83667,9273178,gate_40,97,True,False
83670,9273686,gate_40,606,True,True
83672,9273862,gate_30,113,True,True
83676,9274202,gate_30,579,True,True
83678,9274773,gate_30,49,False,True
83680,9275409,gate_40,406,True,True
83681,9275490,gate_30,52,False,False
83683,9275602,gate_40,41,True,True
83684,9275891,gate_40,84,True,False
83692,9276719,gate_30,160,True,False
83694,9277153,gate_30,96,True,False
83695,9277359,gate_30,34,True,False
83701,9278069,gate_30,33,True,True
83703,9278075,gate_40,42,False,False
83705,9278303,gate_30,87,True,True
83707,9278624,gate_30,113,True,True
83711,9278920,gate_30,333,True,False
83713,9278962,gate_40,143,True,True
83717,9279499,gate_40,47,False,False
83718,9279620,gate_30,41,True,False
83722,9279918,gate_40,87,True,False
83723,9279970,gate_40,47,True,True
83724,9280002,gate_40,46,True,False
83726,9280085,gate_40,48,True,False
83730,9280862,gate_30,48,True,False
83731,9281044,gate_40,51,True,False
83733,9281308,gate_30,46,True,False
83742,9282510,gate_30,240,True,False
83743,9282708,gate_30,35,True,False
83744,9282724,gate_40,69,False,False
83746,9282907,gate_40,245,True,False
83754,9283835,gate_40,515,True,True
83761,9284411,gate_30,83,True,False
83762,9284451,gate_30,34,False,False
83763,9284479,gate_30,74,True,False
83767,9285246,gate_30,170,False,True
83768,9285389,gate_40,40,True,False
83774,9285971,gate_30,118,True,False
83775,9286117,gate_30,233,True,False
83777,9286145,gate_30,44,True,False
83781,9286285,gate_40,40,True,False
83783,9286356,gate_40,78,True,False
83785,9286443,gate_40,71,True,False
83787,9286593,gate_30,344,True,False
83788,9286665,gate_40,61,True,False
83792,9286920,gate_40,48,False,False
83793,9287084,gate_30,55,True,True
83794,9287152,gate_30,137,True,True
83796,9287384,gate_30,69,True,False
83802,9287986,gate_40,165,True,True
83806,9288281,gate_30,137,True,False
83807,9288599,gate_40,83,True,False
83808,9288677,gate_40,275,True,True
83820,9289992,gate_40,109,False,True
83823,9290640,gate_30,307,False,True
83826,9290877,gate_30,157,True,True
83831,9291396,gate_30,202,True,True
83836,9291783,gate_40,208,True,False
83841,9292621,gate_30,70,False,False
83844,9292788,gate_40,40,False,False
83849,9292961,gate_40,144,False,True
83850,9292972,gate_40,156,True,False
83853,9293117,gate_40,61,True,True
83856,9293380,gate_40,81,True,False
83857,9293506,gate_30,32,True,False
83858,9293748,gate_40,63,True,False
83859,9293864,gate_30,40,True,False
83861,9293942,gate_30,283,True,True
83866,9294303,gate_30,83,True,False
83868,9294637,gate_30,102,True,True
83872,9295068,gate_30,557,True,True
83875,9295425,gate_30,75,True,True
83881,9295799,gate_40,68,True,False
83884,9295994,gate_30,57,True,True
83889,9296748,gate_30,131,True,True
83895,9297168,gate_30,91,True,True
83896,9297318,gate_40,180,True,True
83898,9297419,gate_40,117,True,False
83900,9297658,gate_40,69,True,False
83901,9297737,gate_30,212,False,True
83904,9297925,gate_30,35,False,False
83906,9298144,gate_30,54,True,False
83907,9298156,gate_40,310,False,True
83908,9298434,gate_40,111,True,False
83910,9298948,gate_40,41,True,False
83915,9299605,gate_30,142,True,True
83916,9299711,gate_40,103,True,True
83919,9299971,gate_30,56,True,False
83920,9300057,gate_30,290,True,True
83922,9300335,gate_40,237,True,True
83928,9301364,gate_30,63,True,False
83936,9302285,gate_40,75,True,False
83938,9302410,gate_40,59,False,False
83940,9302804,gate_30,87,True,False
83941,9302841,gate_30,173,True,False
83943,9302915,gate_40,68,True,True
83945,9303097,gate_40,144,False,True
83947,9303200,gate_40,64,True,False
83953,9303727,gate_30,103,True,False
83955,9304350,gate_30,38,True,True
83956,9304431,gate_30,41,True,False
83958,9304833,gate_40,114,True,True
83962,9305860,gate_40,54,False,True
83963,9305862,gate_40,117,True,True
83967,9306257,gate_40,236,True,False
83975,9307472,gate_30,104,True,False
83977,9307751,gate_30,76,True,False
83979,9307859,gate_30,41,True,True
83981,9307923,gate_30,91,True,False
83982,9308130,gate_40,228,True,True
83983,9308146,gate_40,147,True,True
83988,9308812,gate_40,47,True,False
83991,9309596,gate_30,200,True,True
83998,9310533,gate_40,147,True,True
84000,9310594,gate_30,193,True,True
84004,9310702,gate_40,61,False,False
84011,9311610,gate_30,87,True,False
84015,9312301,gate_30,217,True,True
84016,9312348,gate_30,373,True,False
84021,9312753,gate_30,51,True,False
84022,9312779,gate_40,48,True,False
84023,9312811,gate_40,54,False,False
84025,9312984,gate_40,63,True,True
84027,9313495,gate_40,44,False,False
84033,9313970,gate_30,45,False,False
84038,9314647,gate_40,116,True,True
84039,9314796,gate_30,210,True,True
84042,9315094,gate_40,42,False,False
84045,9315295,gate_30,41,True,False
84046,9315530,gate_30,35,True,False
84053,9317162,gate_40,51,True,False
84056,9317588,gate_30,190,True,True
84058,9317819,gate_30,72,False,False
84063,9318310,gate_30,141,True,True
84067,9318605,gate_40,44,True,True
84070,9318771,gate_30,71,False,False
84074,9319233,gate_30,72,True,True
84077,9319587,gate_30,112,False,False
84083,9319993,gate_30,85,True,True
84084,9320051,gate_40,100,True,True
84085,9320057,gate_40,119,True,False
84089,9320720,gate_40,43,True,False
84091,9320797,gate_30,61,False,True
84096,9321393,gate_40,63,False,False
84101,9322015,gate_30,174,True,True
84103,9322043,gate_40,256,True,True
84105,9322140,gate_30,43,True,False
84108,9322784,gate_30,137,False,True
84110,9322880,gate_30,122,True,False
84116,9323721,gate_30,35,True,False
84118,9323822,gate_40,110,True,True
84120,9324203,gate_40,59,False,True
84133,9325213,gate_30,33,True,False
84135,9325572,gate_40,99,True,False
84136,9325843,gate_30,31,True,False
84138,9326136,gate_40,369,True,True
84140,9326364,gate_30,56,True,True
84143,9327017,gate_40,418,True,True
84144,9327099,gate_40,69,False,False
84146,9327254,gate_30,84,True,False
84149,9327592,gate_30,487,True,True
84156,9328777,gate_40,68,True,True
84164,9329671,gate_30,50,True,False
84168,9330093,gate_30,63,True,False
84174,9330607,gate_30,274,True,True
84175,9330735,gate_30,107,True,False
84176,9330775,gate_40,46,True,True
84179,9331440,gate_30,36,True,False
84180,9331740,gate_30,38,False,True
84181,9331801,gate_30,36,True,False
84183,9331853,gate_40,50,True,False
84192,9332422,gate_30,38,True,False
84193,9332482,gate_30,258,False,True
84197,9332677,gate_40,286,True,True
84204,9334050,gate_40,230,False,True
84209,9334451,gate_40,58,True,True
84226,9336104,gate_30,50,True,False
84227,9336364,gate_30,33,False,True
84228,9336370,gate_40,75,True,False
84237,9337574,gate_40,230,True,True
84239,9337723,gate_40,296,True,True
84242,9337972,gate_30,32,True,False
84246,9338342,gate_40,41,True,False
84247,9338349,gate_40,547,True,True
84248,9338402,gate_30,50,True,True
84252,9338648,gate_30,101,True,True
84253,9338657,gate_40,375,False,False
84254,9338674,gate_30,63,True,True
84259,9339156,gate_40,110,True,False
84261,9339375,gate_40,260,True,True
84262,9339465,gate_40,75,True,True
84273,9341151,gate_40,527,True,True
84276,9341589,gate_40,47,True,False
84281,9341867,gate_40,74,True,False
84286,9342502,gate_40,67,True,False
84287,9342539,gate_30,38,True,False
84288,9342670,gate_40,174,True,True
84290,9342978,gate_40,53,False,True
84292,9343330,gate_40,47,False,False
84295,9343927,gate_30,83,False,True
84299,9344730,gate_40,65,False,False
84302,9345038,gate_40,46,False,False
84304,9345336,gate_40,142,False,True
84308,9346077,gate_40,120,True,True
84310,9346337,gate_30,146,True,False
84312,9346522,gate_30,193,True,True
84314,9346658,gate_40,75,False,False
84316,9346832,gate_30,63,False,False
84321,9347152,gate_30,58,True,True
84322,9347383,gate_30,151,True,False
84326,9347770,gate_40,46,False,True
84327,9348228,gate_30,64,True,True
84328,9348445,gate_40,49,True,True
84329,9348662,gate_30,47,True,False
84333,9349228,gate_30,201,True,False
84334,9349288,gate_30,60,True,False
84337,9350243,gate_30,105,True,True
84340,9350464,gate_30,115,True,True
84342,9350720,gate_40,393,True,True
84344,9350727,gate_30,154,True,True
84345,9350952,gate_30,101,True,False
84346,9351146,gate_40,52,True,False
84349,9351535,gate_30,415,True,True
84352,9351745,gate_40,204,True,True
84363,9352857,gate_40,45,True,False
84364,9352936,gate_30,138,True,True
84365,9353153,gate_40,95,False,False
84370,9354119,gate_40,55,True,False
84371,9354156,gate_40,45,True,False
84373,9354455,gate_30,142,True,True
84374,9354603,gate_40,40,True,False
84377,9354870,gate_40,107,True,False
84378,9354880,gate_40,1200,True,True
84379,9355133,gate_30,117,True,True
84380,9355155,gate_30,74,True,True
84381,9355201,gate_40,60,True,False
84384,9355473,gate_30,56,True,False
84391,9356084,gate_40,78,False,False
84393,9356138,gate_30,40,False,False
84398,9356712,gate_30,44,False,False
84400,9356785,gate_40,91,True,False
84406,9357579,gate_40,49,True,False
84408,9357672,gate_40,155,True,False
84410,9357962,gate_30,44,True,False
84413,9358055,gate_30,506,True,True
84417,9358820,gate_40,456,True,True
84422,9359314,gate_30,33,False,False
84427,9359682,gate_40,101,True,True
84428,9359802,gate_40,46,False,False
84429,9359812,gate_30,182,True,True
84430,9360027,gate_30,238,False,True
84432,9360174,gate_40,56,True,False
84436,9361164,gate_40,104,True,False
84439,9361493,gate_40,49,False,False
84441,9361831,gate_30,169,True,True
